QUICKSORT,8192,0.000000,122260,Sun Aug 16 20:42:56 2020
Radix Sort,8192,0.015625,303211,Sun Aug 16 20:42:56 2020
BUBBLE SORT,8192,0.203125,33554063,Sun Aug 16 20:42:56 2020
INSERTION SORT,8192,0.031250,16724711,Sun Aug 16 20:42:56 2020
SELECTION SORT,8192,0.078125,33558527,Sun Aug 16 20:42:56 2020
MERGE SORT,8192,0.000000,212992,Sun Aug 16 20:42:56 2020
QUICKSORT,8192,0.000000,122260,Sun Aug 16 20:42:56 2020
Radix Sort,8192,0.015625,303211,Sun Aug 16 20:42:56 2020
BUBBLE SORT,8192,0.203125,33554063,Sun Aug 16 20:42:56 2020
INSERTION SORT,8192,0.046875,16724711,Sun Aug 16 20:42:56 2020
SELECTION SORT,8192,0.078125,33558527,Sun Aug 16 20:42:56 2020
MERGE SORT,8192,0.000000,212992,Sun Aug 16 20:42:56 2020
QUICKSORT,8192,0.000000,122260,Sun Aug 16 20:42:56 2020
Radix Sort,8192,0.000000,303211,Sun Aug 16 20:42:56 2020
BUBBLE SORT,8192,0.250000,33554063,Sun Aug 16 20:42:57 2020
INSERTION SORT,8192,0.031250,16724711,Sun Aug 16 20:42:57 2020
SELECTION SORT,8192,0.078125,33558527,Sun Aug 16 20:42:57 2020
MERGE SORT,8192,0.000000,212992,Sun Aug 16 20:42:57 2020
QUICKSORT,8192,0.000000,122260,Sun Aug 16 20:42:57 2020
Radix Sort,8192,0.000000,303211,Sun Aug 16 20:42:57 2020
BUBBLE SORT,8192,0.218750,33554063,Sun Aug 16 20:42:57 2020
INSERTION SORT,8192,0.031250,16724711,Sun Aug 16 20:42:57 2020
SELECTION SORT,8192,0.078125,33558527,Sun Aug 16 20:42:57 2020
MERGE SORT,8192,0.000000,212992,Sun Aug 16 20:42:57 2020
QUICKSORT,8192,0.015625,122260,Sun Aug 16 20:42:57 2020
Radix Sort,8192,0.000000,303211,Sun Aug 16 20:42:57 2020


Test Summary: (N = 8192)
Sun Aug 16 20:42:57 2020

Bubble Sort Average MET,0.26041666666666669000
Bubble Sort Average TFC,44557062.000000

Insertion Sort Average MET,0.05338541666666666400
Insertion Sort Average TFC,22276151.000000

Selection Sort Average MET,0.09895833333333332900
Selection Sort Average TFC,44572156.000000

Merge Sort Average MET,0.00130208333333333330
Merge Sort Average TFC,376832.000000

QuickSort Average MET,0.00260416666666666650
QuickSort Average TFC,215005.000000

